Entry(0): Poverty: 2.4, State: Utah, County: Morgan County, Income: 86071, Total Pop: 11014
Entry(1099): Poverty: 13.0, State: Minnesota, County: Cook County, Income: 51903, Total Pop: 5270
Entry(1100): Poverty: 13.0, State: Iowa, County: Humboldt County, Income: 48847, Total Pop: 9586
Entry(1101): Poverty: 13.0, State: Wisconsin, County: Jackson County, Income: 51108, Total Pop: 20531
Entry(1102): Poverty: 13.0, State: Wisconsin, County: Crawford County, Income: 47331, Total Pop: 16313
Entry(1103): Poverty: 13.0, State: West Virginia, County: Berkeley County, Income: 59480, Total Pop: 111610
Entry(1104): Poverty: 13.0, State: Virginia, County: Amelia County, Income: 58535, Total Pop: 12802
Entry(1105): Poverty: 13.0, State: Montana, County: Gallatin County, Income: 59397, Total Pop: 100733
Entry(1106): Poverty: 13.0, State: Minnesota, County: Mower County, Income: 53700, Total Pop: 39386
Entry(1107): Poverty: 13.0, State: Wisconsin, County: Washburn County, Income: 46592, Total Pop: 15638
Entry(1108): Poverty: 13.0, State: Wisconsin, County: Adams County, Income: 44003, Total Pop: 20111
Entry(1109): Poverty: 13.0, State: Tennessee, County: Maury County, Income: 52080, Total Pop: 87606
Entry(1110): Poverty: 13.0, State: Tennessee, County: Blount County, Income: 51172, Total Pop: 127135
Entry(1111): Poverty: 13.0, State: Ohio, County: Wayne County, Income: 54037, Total Pop: 115915
Entry(1112): Poverty: 13.0, State: Nevada, County: White Pine County, Income: 60358, Total Pop: 9858
Entry(1113): Poverty: 13.0, State: Michigan, County: Alger County, Income: 42647, Total Pop: 9254
Entry(1114): Poverty: 13.0, State: West Virginia, County: Brooke County, Income: 48835, Total Pop: 23067
Entry(1115): Poverty: 13.0, State: Texas, County: Wise County, Income: 59081, Total Pop: 63247
Entry(1116): Poverty: 13.0, State: Texas, County: Ochiltree County, Income: 50120, Total Pop: 10484
Entry(1117): Poverty: 13.0, State: Pennsylvania, County: Susquehanna County, Income: 52014, Total Pop: 41716
Entry(1118): Poverty: 13.0, State: Pennsylvania, County: Armstrong County, Income: 47527, Total Pop: 66737
Entry(1119): Poverty: 13.0, State: North Dakota, County: Divide County, Income: 54223, Total Pop: 2378
Entry(1120): Poverty: 13.0, State: Missouri, County: Monroe County, Income: 42011, Total Pop: 8676
Entry(1121): Poverty: 13.0, State: Delaware, County: Kent County, Income: 57647, Total Pop: 173145
Entry(1122): Poverty: 13.0, State: Indiana, County: Daviess County, Income: 48355, Total Pop: 32777
Entry(1123): Poverty: 13.0, State: Minnesota, County: Todd County, Income: 49213, Total Pop: 24423
Entry(1124): Poverty: 13.0, State: New Mexico, County: Guadalupe County, Income: 26060, Total Pop: 4426
Entry(1125): Poverty: 13.0, State: Wyoming, County: Big Horn County, Income: 51716, Total Pop: 11920
Entry(1126): Poverty: 13.1, State: Texas, County: Baylor County, Income: 36157, Total Pop: 3602
Entry(1127): Poverty: 13.1, State: New York, County: Yates County, Income: 51758, Total Pop: 25083
Entry(1128): Poverty: 13.1, State: Nebraska, County: Keith County, Income: 45078, Total Pop: 8129
Entry(1129): Poverty: 13.1, State: Montana, County: Cascade County, Income: 46827, Total Pop: 81816
Entry(1130): Poverty: 13.1, State: Michigan, County: Ionia County, Income: 51980, Total Pop: 64147
Entry(1131): Poverty: 13.1, State: Kentucky, County: Meade County, Income: 53732, Total Pop: 28452
Entry(1132): Poverty: 13.1, State: Kentucky, County: Franklin County, Income: 53539, Total Pop: 49969
Entry(1133): Poverty: 13.1, State: Colorado, County: Grand County, Income: 66489, Total Pop: 14793
Entry(1134): Poverty: 13.1, State: Wisconsin, County: Pepin County, Income: 51470, Total Pop: 7282
Entry(1135): Poverty: 13.1, State: Michigan, County: Shiawassee County, Income: 50967, Total Pop: 68617
Entry(1136): Poverty: 13.1, State: Illinois, County: Cass County, Income: 50156, Total Pop: 12880
Entry(1137): Poverty: 13.1, State: Texas, County: Rains County, Income: 48308, Total Pop: 11246
Entry(1138): Poverty: 13.1, State: Pennsylvania, County: Juniata County, Income: 50571, Total Pop: 24448
Entry(1139): Poverty: 13.1, State: Oklahoma, County: Major County, Income: 52056, Total Pop: 7730
Entry(1140): Poverty: 13.1, State: New Jersey, County: Camden County, Income: 65037, Total Pop: 510996
Entry(1141): Poverty: 13.1, State: Illinois, County: Wabash County, Income: 49716, Total Pop: 11568
Entry(1142): Poverty: 13.1, State: Wisconsin, County: Portage County, Income: 54620, Total Pop: 70371
Entry(1143): Poverty: 13.1, State: South Dakota, County: Yankton County, Income: 50029, Total Pop: 22660
Entry(1144): Poverty: 13.1, State: Minnesota, County: Stearns County, Income: 59564, Total Pop: 155300
Entry(1145): Poverty: 13.1, State: Maryland, County: Kent County, Income: 56638, Total Pop: 19666
Entry(1146): Poverty: 13.1, State: Iowa, County: Clinton County, Income: 50295, Total Pop: 47587
Entry(1147): Poverty: 13.1, State: Idaho, County: Bingham County, Income: 51307, Total Pop: 45369
Entry(1148): Poverty: 13.1, State: Colorado, County: Boulder County, Income: 75669, Total Pop: 316782
Entry(1149): Poverty: 13.1, State: Illinois, County: Adams County, Income: 48454, Total Pop: 66787
Entry(1150): Poverty: 13.1, State: Pennsylvania, County: Sullivan County, Income: 45519, Total Pop: 6192
Entry(1151): Poverty: 13.1, State: Utah, County: Garfield County, Income: 51700, Total Pop: 5020
Entry(1152): Poverty: 13.2, State: Wisconsin, County: Marinette County, Income: 44958, Total Pop: 40712
Entry(1153): Poverty: 13.2, State: Nevada, County: Lander County, Income: 79865, Total Pop: 5887
Entry(1154): Poverty: 13.2, State: Missouri, County: Lincoln County, Income: 58603, Total Pop: 54800
Entry(1155): Poverty: 13.2, State: Louisiana, County: Livingston Parish, Income: 60456, Total Pop: 137096
Entry(1156): Poverty: 13.2, State: Kansas, County: Kearny County, Income: 51439, Total Pop: 3931
Entry(1157): Poverty: 13.2, State: Kansas, County: Brown County, Income: 46964, Total Pop: 9736
Entry(1158): Poverty: 13.2, State: Iowa, County: Pocahontas County, Income: 45969, Total Pop: 6972
Entry(1159): Poverty: 13.2, State: Virginia, County: Charles City County, Income: 55069, Total Pop: 7022
Entry(1160): Poverty: 13.2, State: North Dakota, County: Eddy County, Income: 55294, Total Pop: 2321
Entry(1161): Poverty: 13.2, State: New York, County: Ulster County, Income: 61652, Total Pop: 180129
Entry(1162): Poverty: 13.2, State: Missouri, County: Daviess County, Income: 45707, Total Pop: 8300
Entry(1163): Poverty: 13.2, State: Georgia, County: Barrow County, Income: 56119, Total Pop: 75099
Entry(1164): Poverty: 13.2, State: Texas, County: Reeves County, Income: 49390, Total Pop: 14791
Entry(1165): Poverty: 13.2, State: South Dakota, County: Custer County, Income: 56449, Total Pop: 8519
Entry(1166): Poverty: 13.2, State: Oklahoma, County: Logan County, Income: 59133, Total Pop: 45326
Entry(1167): Poverty: 13.2, State: Nebraska, County: Scotts Bluff County, Income: 47975, Total Pop: 36509
Entry(1168): Poverty: 13.2, State: Indiana, County: Pulaski County, Income: 47633, Total Pop: 12761
Entry(1169): Poverty: 13.2, State: Wyoming, County: Goshen County, Income: 48422, Total Pop: 13479
Entry(1170): Poverty: 13.2, State: Wisconsin, County: Clark County, Income: 49131, Total Pop: 34513
Entry(1171): Poverty: 13.2, State: Texas, County: Washington County, Income: 55793, Total Pop: 34667
Entry(1172): Poverty: 13.2, State: Kansas, County: Shawnee County, Income: 54667, Total Pop: 178392
Entry(1173): Poverty: 13.2, State: Arkansas, County: Dallas County, Income: 35794, Total Pop: 7585
Entry(1174): Poverty: 13.2, State: Nebraska, County: Dodge County, Income: 51748, Total Pop: 36576
Entry(1175): Poverty: 13.2, State: North Carolina, County: Buncombe County, Income: 48464, Total Pop: 252268
Entry(1176): Poverty: 13.2, State: Oklahoma, County: Harper County, Income: 46915, Total Pop: 3843
Entry(1177): Poverty: 13.2, State: Pennsylvania, County: Dauphin County, Income: 57071, Total Pop: 273329
Entry(1178): Poverty: 13.2, State: Virginia, County: Colonial Heights city, Income: 50952, Total Pop: 17582
Entry(1179): Poverty: 13.3, State: Nebraska, County: Franklin County, Income: 49453, Total Pop: 3019
Entry(1180): Poverty: 13.3, State: Missouri, County: Ralls County, Income: 50161, Total Pop: 10208
Entry(1181): Poverty: 13.3, State: Michigan, County: St. Clair County, Income: 53641, Total Pop: 159761
Entry(1182): Poverty: 13.3, State: Kansas, County: Smith County, Income: 45357, Total Pop: 3693
Entry(1183): Poverty: 13.3, State: Indiana, County: Washington County, Income: 46861, Total Pop: 27807
Entry(1184): Poverty: 13.3, State: Illinois, County: De Witt County, Income: 55411, Total Pop: 16176
Entry(1185): Poverty: 13.3, State: Texas, County: Bastrop County, Income: 59185, Total Pop: 80306
Entry(1186): Poverty: 13.3, State: South Dakota, County: Clark County, Income: 47500, Total Pop: 3642
Entry(1187): Poverty: 13.3, State: North Carolina, County: Chatham County, Income: 59684, Total Pop: 68364
Entry(1188): Poverty: 13.3, State: Kansas, County: Haskell County, Income: 53780, Total Pop: 4081
Entry(1189): Poverty: 13.3, State: Indiana, County: Clinton County, Income: 51659, Total Pop: 32455
Entry(1190): Poverty: 13.3, State: Illinois, County: Macoupin County, Income: 53890, Total Pop: 45960
Entry(1191): Poverty: 13.3, State: Georgia, County: Monroe County, Income: 50666, Total Pop: 26795
Entry(1192): Poverty: 13.3, State: Wyoming, County: Carbon County, Income: 57644, Total Pop: 15689
Entry(1193): Poverty: 13.3, State: Washington, County: Skamania County, Income: 53606, Total Pop: 11498
Entry(1194): Poverty: 13.3, State: Virginia, County: Staunton city, Income: 46435, Total Pop: 24273
Entry(1195): Poverty: 13.3, State: Utah, County: Sevier County, Income: 50850, Total Pop: 20961
Entry(1196): Poverty: 13.3, State: Texas, County: Wood County, Income: 48038, Total Pop: 43315
Entry(1197): Poverty: 13.3, State: Texas, County: Coryell County, Income: 50865, Total Pop: 75818
Entry(1198): Poverty: 13.3, State: Tennessee, County: Trousdale County, Income: 41776, Total Pop: 8773
Entry(1199): Poverty: 13.3, State: Pennsylvania, County: Lehigh County, Income: 60116, Total Pop: 360774
Entry(1200): Poverty: 13.3, State: North Carolina, County: Moore County, Income: 54468, Total Pop: 94191
Entry(1201): Poverty: 13.3, State: New Hampshire, County: Coos County, Income: 45386, Total Pop: 32119
Entry(1202): Poverty: 13.3, State: Indiana, County: Martin County, Income: 49372, Total Pop: 10219
Entry(1203): Poverty: 13.3, State: Illinois, County: Livingston County, Income: 54339, Total Pop: 36812
Entry(1204): Poverty: 13.3, State: California, County: San Diego County, Income: 70588, Total Pop: 3283665
Entry(1205): Poverty: 13.3, State: California, County: Plumas County, Income: 50266, Total Pop: 18724
Entry(1206): Poverty: 13.3, State: Nevada, County: Washoe County, Income: 58595, Total Pop: 445551
Entry(1207): Poverty: 13.3, State: Indiana, County: Wabash County, Income: 49052, Total Pop: 31848
Entry(1208): Poverty: 13.3, State: Indiana, County: Fulton County, Income: 47108, Total Pop: 20296
Entry(1209): Poverty: 13.3, State: Florida, County: Flagler County, Income: 51049, Total Pop: 105015
Entry(1210): Poverty: 13.3, State: Missouri, County: Caldwell County, Income: 44975, Total Pop: 9046
Entry(1211): Poverty: 13.4, State: Virginia, County: Amherst County, Income: 49677, Total Pop: 31819
Entry(1212): Poverty: 13.4, State: Ohio, County: Wood County, Income: 58033, Total Pop: 129504
Entry(1213): Poverty: 13.4, State: North Carolina, County: Mecklenburg County, Income: 61695, Total Pop: 1034290
Entry(1214): Poverty: 13.4, State: New York, County: Niagara County, Income: 51656, Total Pop: 212675
Entry(1215): Poverty: 13.4, State: Indiana, County: Vermillion County, Income: 45440, Total Pop: 15644
Entry(1216): Poverty: 13.4, State: Florida, County: Palm Beach County, Income: 57256, Total Pop: 1426772
Entry(1217): Poverty: 13.4, State: Florida, County: Manatee County, Income: 53408, Total Pop: 363542
Entry(1218): Poverty: 13.4, State: Florida, County: Brevard County, Income: 51536, Total Pop: 568183
Entry(1219): Poverty: 13.4, State: Pennsylvania, County: Tioga County, Income: 50017, Total Pop: 41550
Entry(1220): Poverty: 13.4, State: Montana, County: Park County, Income: 44920, Total Pop: 16001
Entry(1221): Poverty: 13.4, State: Michigan, County: Kent County, Income: 57302, Total Pop: 636376
Entry(1222): Poverty: 13.4, State: Kentucky, County: Gallatin County, Income: 50250, Total Pop: 8652
Entry(1223): Poverty: 13.4, State: Georgia, County: Morgan County, Income: 59572, Total Pop: 18013
Entry(1224): Poverty: 13.4, State: Pennsylvania, County: Warren County, Income: 45781, Total Pop: 40345
Entry(1225): Poverty: 13.4, State: Texas, County: Austin County, Income: 62614, Total Pop: 29292
Entry(1226): Poverty: 13.4, State: Washington, County: Benton County, Income: 63001, Total Pop: 190529
Entry(1227): Poverty: 13.5, State: Washington, County: Asotin County, Income: 47483, Total Pop: 22259
Entry(1228): Poverty: 13.5, State: Illinois, County: Madison County, Income: 56536, Total Pop: 266153
Entry(1229): Poverty: 13.5, State: Virginia, County: Northumberland County, Income: 56677, Total Pop: 12254
Entry(1230): Poverty: 13.5, State: South Carolina, County: Greenville County, Income: 53739, Total Pop: 490332
Entry(1231): Poverty: 13.5, State: Ohio, County: Williams County, Income: 47593, Total Pop: 37061
Entry(1232): Poverty: 13.5, State: Nebraska, County: Wayne County, Income: 58093, Total Pop: 9409
Entry(1233): Poverty: 13.5, State: Nebraska, County: Hall County, Income: 53807, Total Pop: 61233
Entry(1234): Poverty: 13.5, State: Texas, County: Tarrant County, Income: 62532, Total Pop: 1983675
Entry(1235): Poverty: 13.5, State: Texas, County: Garza County, Income: 53832, Total Pop: 6739
Entry(1236): Poverty: 13.5, State: Pennsylvania, County: Mifflin County, Income: 46286, Total Pop: 46452
Entry(1237): Poverty: 13.5, State: Kansas, County: Elk County, Income: 39405, Total Pop: 2581
Entry(1238): Poverty: 13.5, State: West Virginia, County: Hancock County, Income: 43634, Total Pop: 29921
Entry(1239): Poverty: 13.5, State: Tennessee, County: Marshall County, Income: 46837, Total Pop: 31753
Entry(1240): Poverty: 13.5, State: Nebraska, County: Furnas County, Income: 43400, Total Pop: 4814
Entry(1241): Poverty: 13.5, State: Nebraska, County: Douglas County, Income: 58640, Total Pop: 549706
Entry(1242): Poverty: 13.5, State: Alabama, County: Elmore County, Income: 54981, Total Pop: 80989
Entry(1243): Poverty: 13.5, State: Idaho, County: Idaho County, Income: 40299, Total Pop: 16275
Entry(1244): Poverty: 13.5, State: Michigan, County: Menominee County, Income: 44480, Total Pop: 23389
Entry(1245): Poverty: 13.5, State: Texas, County: Irion County, Income: 63021, Total Pop: 1592
Entry(1246): Poverty: 13.6, State: Wisconsin, County: Richland County, Income: 48234, Total Pop: 17626
Entry(1247): Poverty: 13.6, State: Pennsylvania, County: Venango County, Income: 46487, Total Pop: 52880
Entry(1248): Poverty: 13.6, State: Pennsylvania, County: Huntingdon County, Income: 46765, Total Pop: 45686
Entry(1249): Poverty: 13.6, State: Pennsylvania, County: Berks County, Income: 59580, Total Pop: 415500
Entry(1250): Poverty: 13.6, State: Oklahoma, County: Garfield County, Income: 50724, Total Pop: 62421
Entry(1251): Poverty: 13.6, State: Ohio, County: Summit County, Income: 53291, Total Pop: 541318
Entry(1252): Poverty: 13.6, State: Ohio, County: Sandusky County, Income: 50370, Total Pop: 59559
Entry(1253): Poverty: 13.6, State: Michigan, County: Cass County, Income: 50699, Total Pop: 51397
Entry(1254): Poverty: 13.6, State: Kansas, County: Anderson County, Income: 40986, Total Pop: 7840
Entry(1255): Poverty: 13.6, State: Illinois, County: LaSalle County, Income: 54693, Total Pop: 111151
Entry(1256): Poverty: 13.6, State: Alabama, County: Madison County, Income: 61318, Total Pop: 353213
Entry(1257): Poverty: 13.6, State: Pennsylvania, County: Bedford County, Income: 48703, Total Pop: 48891
Entry(1258): Poverty: 13.6, State: Montana, County: Flathead County, Income: 51410, Total Pop: 96147
Entry(1259): Poverty: 13.6, State: Michigan, County: Huron County, Income: 45191, Total Pop: 31750
Entry(1260): Poverty: 13.6, State: Virginia, County: Surry County, Income: 54656, Total Pop: 6670
