Entry(0): Income 11680, State: Puerto Rico, County: Adjuntas Municipio, Total Pop: 18525, Poverty: 64.1
Entry(1035): Income 42582, State: Montana, County: Lake County, Total Pop: 29518, Poverty: 20.9
Entry(1036): Income 42593, State: Missouri, County: Shelby County, Total Pop: 6084, Poverty: 15.5
Entry(1037): Income 42598, State: Washington, County: Okanogan County, Total Pop: 41377, Poverty: 21.8
Entry(1038): Income 42622, State: Georgia, County: Turner County, Total Pop: 8036, Poverty: 27.9
Entry(1039): Income 42626, State: Idaho, County: Gooding County, Total Pop: 15110, Poverty: 15.9
Entry(1040): Income 42642, State: Texas, County: Delta County, Total Pop: 5172, Poverty: 22.9
Entry(1041): Income 42646, State: Missouri, County: Laclede County, Total Pop: 35488, Poverty: 17.7
Entry(1042): Income 42647, State: Michigan, County: Alger County, Total Pop: 9254, Poverty: 13.0
Entry(1043): Income 42655, State: Louisiana, County: Rapides Parish, Total Pop: 132080, Poverty: 19.5
Entry(1044): Income 42666, State: Michigan, County: Crawford County, Total Pop: 13821, Poverty: 16.4
Entry(1045): Income 42679, State: South Dakota, County: Gregory County, Total Pop: 4209, Poverty: 15.3
Entry(1046): Income 42711, State: Tennessee, County: Henderson County, Total Pop: 27889, Poverty: 19.5
Entry(1047): Income 42720, State: Wisconsin, County: Vilas County, Total Pop: 21465, Poverty: 15.3
Entry(1048): Income 42727, State: Idaho, County: Adams County, Total Pop: 3946, Poverty: 13.8
Entry(1049): Income 42744, State: Ohio, County: Guernsey County, Total Pop: 39414, Poverty: 20.2
Entry(1050): Income 42757, State: Michigan, County: Baraga County, Total Pop: 8580, Poverty: 14.4
Entry(1051): Income 42767, State: Georgia, County: Union County, Total Pop: 22262, Poverty: 12.8
Entry(1052): Income 42771, State: Maryland, County: Allegany County, Total Pop: 72591, Poverty: 16.8
Entry(1053): Income 42771, State: Michigan, County: Isabella County, Total Pop: 70572, Poverty: 27.3
Entry(1054): Income 42772, State: Kansas, County: Chase County, Total Pop: 2665, Poverty: 12.6
Entry(1055): Income 42773, State: Nebraska, County: Brown County, Total Pop: 3058, Poverty: 16.0
Entry(1056): Income 42783, State: Kansas, County: Wyandotte County, Total Pop: 163227, Poverty: 21.4
Entry(1057): Income 42793, State: Michigan, County: Wexford County, Total Pop: 32915, Poverty: 17.3
Entry(1058): Income 42803, State: Alabama, County: Houston County, Total Pop: 104108, Poverty: 18.5
Entry(1059): Income 42803, State: Indiana, County: Orange County, Total Pop: 19623, Poverty: 15.0
Entry(1060): Income 42873, State: Missouri, County: St. Francois County, Total Pop: 66248, Poverty: 15.4
Entry(1061): Income 42876, State: Michigan, County: Cheboygan County, Total Pop: 25475, Poverty: 16.8
Entry(1062): Income 42878, State: Indiana, County: Jay County, Total Pop: 21107, Poverty: 17.9
Entry(1063): Income 42882, State: Nebraska, County: Red Willow County, Total Pop: 10870, Poverty: 11.7
Entry(1064): Income 42888, State: Idaho, County: Gem County, Total Pop: 16850, Poverty: 20.7
Entry(1065): Income 42889, State: Missouri, County: Harrison County, Total Pop: 8615, Poverty: 18.3
Entry(1066): Income 42894, State: Arkansas, County: Madison County, Total Pop: 15907, Poverty: 17.8
Entry(1067): Income 42894, State: Kentucky, County: McCracken County, Total Pop: 65285, Poverty: 17.1
Entry(1068): Income 42911, State: Illinois, County: McDonough County, Total Pop: 31597, Poverty: 22.3
Entry(1069): Income 42934, State: Florida, County: Gilchrist County, Total Pop: 17191, Poverty: 19.8
Entry(1070): Income 42939, State: Missouri, County: Scotland County, Total Pop: 4883, Poverty: 16.7
Entry(1071): Income 42988, State: Kentucky, County: Ballard County, Total Pop: 8152, Poverty: 18.2
Entry(1072): Income 42992, State: Kansas, County: Lyon County, Total Pop: 33302, Poverty: 18.6
Entry(1073): Income 43009, State: Virginia, County: Harrisonburg city, Total Pop: 53064, Poverty: 29.0
Entry(1074): Income 43017, State: Ohio, County: Ashtabula County, Total Pop: 98622, Poverty: 19.8
Entry(1075): Income 43017, State: Nebraska, County: Kimball County, Total Pop: 3688, Poverty: 11.4
Entry(1076): Income 43020, State: Virginia, County: Cumberland County, Total Pop: 9797, Poverty: 21.8
Entry(1077): Income 43031, State: Kansas, County: Allen County, Total Pop: 12752, Poverty: 14.2
Entry(1078): Income 43039, State: Georgia, County: Lumpkin County, Total Pop: 31567, Poverty: 20.1
Entry(1079): Income 43062, State: Texas, County: Brown County, Total Pop: 37787, Poverty: 16.4
Entry(1080): Income 43068, State: Mississippi, County: Carroll County, Total Pop: 10221, Poverty: 14.0
Entry(1081): Income 43076, State: Kentucky, County: Boyle County, Total Pop: 29773, Poverty: 15.5
Entry(1082): Income 43082, State: Kentucky, County: Mason County, Total Pop: 17167, Poverty: 18.0
Entry(1083): Income 43088, State: Texas, County: Dickens County, Total Pop: 2224, Poverty: 16.6
Entry(1084): Income 43094, State: Missouri, County: Montgomery County, Total Pop: 11618, Poverty: 16.1
Entry(1085): Income 43097, State: Missouri, County: Pettis County, Total Pop: 42309, Poverty: 17.2
Entry(1086): Income 43125, State: Kansas, County: Jewell County, Total Pop: 2963, Poverty: 14.2
Entry(1087): Income 43161, State: Ohio, County: Jefferson County, Total Pop: 67349, Poverty: 17.6
Entry(1088): Income 43163, State: Georgia, County: Dade County, Total Pop: 16282, Poverty: 17.5
Entry(1089): Income 43175, State: Missouri, County: Greene County, Total Pop: 286759, Poverty: 18.5
Entry(1090): Income 43186, State: Missouri, County: Chariton County, Total Pop: 7586, Poverty: 14.2
Entry(1091): Income 43198, State: Mississippi, County: Lowndes County, Total Pop: 59558, Poverty: 21.1
Entry(1092): Income 43201, State: Texas, County: Dawson County, Total Pop: 13095, Poverty: 18.5
Entry(1093): Income 43207, State: Idaho, County: Butte County, Total Pop: 2613, Poverty: 16.2
Entry(1094): Income 43239, State: Georgia, County: Muscogee County, Total Pop: 198647, Poverty: 21.7
Entry(1095): Income 43244, State: Texas, County: El Paso County, Total Pop: 834825, Poverty: 21.7
Entry(1096): Income 43251, State: Ohio, County: Coshocton County, Total Pop: 36602, Poverty: 15.0
Entry(1097): Income 43251, State: Ohio, County: Mahoning County, Total Pop: 231857, Poverty: 17.6
Entry(1098): Income 43253, State: Arizona, County: Yuma County, Total Pop: 204281, Poverty: 19.7
Entry(1099): Income 43257, State: Georgia, County: Charlton County, Total Pop: 12963, Poverty: 23.1
Entry(1100): Income 43267, State: Texas, County: Polk County, Total Pop: 46974, Poverty: 18.7
Entry(1101): Income 43281, State: Montana, County: Judith Basin County, Total Pop: 1965, Poverty: 13.9
Entry(1102): Income 43285, State: Georgia, County: McIntosh County, Total Pop: 14061, Poverty: 20.3
Entry(1103): Income 43291, State: Oregon, County: Lincoln County, Total Pop: 47307, Poverty: 18.4
Entry(1104): Income 43292, State: Missouri, County: Stone County, Total Pop: 31529, Poverty: 12.8
Entry(1105): Income 43294, State: West Virginia, County: Tucker County, Total Pop: 7035, Poverty: 15.3
Entry(1106): Income 43299, State: Ohio, County: Monroe County, Total Pop: 14239, Poverty: 19.7
Entry(1107): Income 43310, State: Idaho, County: Latah County, Total Pop: 38697, Poverty: 22.5
Entry(1108): Income 43310, State: South Carolina, County: Florence County, Total Pop: 138537, Poverty: 19.6
Entry(1109): Income 43314, State: Missouri, County: Mercer County, Total Pop: 3669, Poverty: 17.7
Entry(1110): Income 43325, State: Ohio, County: Muskingum County, Total Pop: 85933, Poverty: 16.6
Entry(1111): Income 43329, State: Iowa, County: Wapello County, Total Pop: 35321, Poverty: 17.0
Entry(1112): Income 43344, State: Georgia, County: Fannin County, Total Pop: 24480, Poverty: 15.8
Entry(1113): Income 43345, State: Kentucky, County: Carroll County, Total Pop: 10695, Poverty: 27.7
Entry(1114): Income 43356, State: Wisconsin, County: Forest County, Total Pop: 9035, Poverty: 17.5
Entry(1115): Income 43397, State: Ohio, County: Jackson County, Total Pop: 32624, Poverty: 20.6
Entry(1116): Income 43400, State: Nebraska, County: Furnas County, Total Pop: 4814, Poverty: 13.5
Entry(1117): Income 43404, State: Alabama, County: Bibb County, Total Pop: 22580, Poverty: 15.2
Entry(1118): Income 43421, State: Texas, County: San Jacinto County, Total Pop: 27436, Poverty: 17.2
Entry(1119): Income 43427, State: Kansas, County: Graham County, Total Pop: 2561, Poverty: 12.3
Entry(1120): Income 43428, State: New Mexico, County: Valencia County, Total Pop: 75845, Poverty: 22.0
Entry(1121): Income 43431, State: Michigan, County: Kalkaska County, Total Pop: 17358, Poverty: 18.5
Entry(1122): Income 43452, State: Georgia, County: Gordon County, Total Pop: 56424, Poverty: 18.8
Entry(1123): Income 43458, State: Kentucky, County: Henderson County, Total Pop: 46252, Poverty: 19.3
Entry(1124): Income 43468, State: Indiana, County: Switzerland County, Total Pop: 10617, Poverty: 19.7
Entry(1125): Income 43470, State: Michigan, County: Mecosta County, Total Pop: 43181, Poverty: 22.5
Entry(1126): Income 43472, State: Kentucky, County: Livingston County, Total Pop: 9288, Poverty: 16.2
Entry(1127): Income 43472, State: Idaho, County: Benewah County, Total Pop: 9050, Poverty: 15.8
Entry(1128): Income 43489, State: Kansas, County: Republic County, Total Pop: 4705, Poverty: 11.7
Entry(1129): Income 43491, State: Idaho, County: Oneida County, Total Pop: 4284, Poverty: 12.6
Entry(1130): Income 43493, State: Georgia, County: Liberty County, Total Pop: 62120, Poverty: 16.6
Entry(1131): Income 43501, State: Alabama, County: Chilton County, Total Pop: 43805, Poverty: 19.4
Entry(1132): Income 43504, State: Arkansas, County: Crawford County, Total Pop: 62119, Poverty: 16.6
Entry(1133): Income 43504, State: Florida, County: Columbia County, Total Pop: 68484, Poverty: 16.8
Entry(1134): Income 43523, State: Texas, County: Bailey County, Total Pop: 7098, Poverty: 22.3
Entry(1135): Income 43526, State: North Carolina, County: Pitt County, Total Pop: 176484, Poverty: 24.3
Entry(1136): Income 43529, State: Texas, County: Haskell County, Total Pop: 5806, Poverty: 19.3
Entry(1137): Income 43533, State: New Mexico, County: Otero County, Total Pop: 65130, Poverty: 21.4
Entry(1138): Income 43562, State: Ohio, County: Pike County, Total Pop: 28291, Poverty: 20.0
Entry(1139): Income 43565, State: Wisconsin, County: Sawyer County, Total Pop: 16384, Poverty: 17.7
Entry(1140): Income 43581, State: Georgia, County: Walker County, Total Pop: 68609, Poverty: 17.2
Entry(1141): Income 43583, State: Missouri, County: Carroll County, Total Pop: 8909, Poverty: 18.4
Entry(1142): Income 43594, State: Kansas, County: Rush County, Total Pop: 3119, Poverty: 6.7
Entry(1143): Income 43597, State: Georgia, County: Troup County, Total Pop: 69433, Poverty: 21.3
Entry(1144): Income 43598, State: North Carolina, County: Randolph County, Total Pop: 142827, Poverty: 16.7
Entry(1145): Income 43631, State: Tennessee, County: Van Buren County, Total Pop: 5675, Poverty: 19.5
Entry(1146): Income 43634, State: West Virginia, County: Hancock County, Total Pop: 29921, Poverty: 13.5
Entry(1147): Income 43645, State: Georgia, County: Peach County, Total Pop: 27027, Poverty: 18.7
Entry(1148): Income 43663, State: Georgia, County: Haralson County, Total Pop: 28722, Poverty: 18.0
Entry(1149): Income 43674, State: Iowa, County: Montgomery County, Total Pop: 10239, Poverty: 16.5
Entry(1150): Income 43675, State: Arkansas, County: Sevier County, Total Pop: 17206, Poverty: 21.2
Entry(1151): Income 43686, State: Alabama, County: Calhoun County, Total Pop: 115527, Poverty: 18.6
Entry(1152): Income 43702, State: Michigan, County: Wayne County, Total Pop: 1763822, Poverty: 23.7
Entry(1153): Income 43712, State: Texas, County: Lamb County, Total Pop: 13368, Poverty: 20.5
Entry(1154): Income 43718, State: California, County: Humboldt County, Total Pop: 135490, Poverty: 20.8
Entry(1155): Income 43740, State: Tennessee, County: Chester County, Total Pop: 17097, Poverty: 18.2
Entry(1156): Income 43758, State: Michigan, County: Presque Isle County, Total Pop: 12854, Poverty: 14.9
Entry(1157): Income 43765, State: Oregon, County: Baker County, Total Pop: 15980, Poverty: 15.3
Entry(1158): Income 43777, State: Missouri, County: Gentry County, Total Pop: 6688, Poverty: 18.1
Entry(1159): Income 43779, State: Alabama, County: Lawrence County, Total Pop: 33288, Poverty: 16.6
Entry(1160): Income 43813, State: Kansas, County: Morton County, Total Pop: 2931, Poverty: 8.0
Entry(1161): Income 43831, State: Nebraska, County: Webster County, Total Pop: 3597, Poverty: 11.3
Entry(1162): Income 43838, State: Florida, County: Volusia County, Total Pop: 518660, Poverty: 16.1
Entry(1163): Income 43854, State: Montana, County: Golden Valley County, Total Pop: 747, Poverty: 18.2
Entry(1164): Income 43867, State: Georgia, County: Baker County, Total Pop: 3251, Poverty: 19.5
Entry(1165): Income 43871, State: Georgia, County: Whitfield County, Total Pop: 103963, Poverty: 19.2
Entry(1166): Income 43880, State: Montana, County: Beaverhead County, Total Pop: 9360, Poverty: 16.1
Entry(1167): Income 43881, State: Kentucky, County: Grant County, Total Pop: 24800, Poverty: 21.5
Entry(1168): Income 43902, State: South Dakota, County: Day County, Total Pop: 5524, Poverty: 16.5
Entry(1169): Income 43907, State: Texas, County: Brazos County, Total Pop: 214231, Poverty: 26.0
Entry(1170): Income 43913, State: Texas, County: Wilbarger County, Total Pop: 12972, Poverty: 16.5
Entry(1171): Income 43925, State: Tennessee, County: Giles County, Total Pop: 29024, Poverty: 15.9
Entry(1172): Income 43938, State: Georgia, County: Oglethorpe County, Total Pop: 14654, Poverty: 17.6
Entry(1173): Income 43944, State: Georgia, County: White County, Total Pop: 28509, Poverty: 17.7
Entry(1174): Income 43964, State: Louisiana, County: Pointe Coupee Parish, Total Pop: 22271, Poverty: 17.5
Entry(1175): Income 43967, State: Texas, County: Franklin County, Total Pop: 10639, Poverty: 15.0
Entry(1176): Income 43977, State: Kansas, County: Montgomery County, Total Pop: 33463, Poverty: 17.5
Entry(1177): Income 43978, State: South Carolina, County: Oconee County, Total Pop: 75926, Poverty: 18.6
Entry(1178): Income 43981, State: Missouri, County: Holt County, Total Pop: 4499, Poverty: 12.0
Entry(1179): Income 44003, State: Wisconsin, County: Adams County, Total Pop: 20111, Poverty: 13.0
Entry(1180): Income 44004, State: Texas, County: Madison County, Total Pop: 13979, Poverty: 15.4
Entry(1181): Income 44010, State: South Carolina, County: Calhoun County, Total Pop: 14808, Poverty: 18.3
Entry(1182): Income 44018, State: North Dakota, County: Golden Valley County, Total Pop: 1892, Poverty: 9.4
Entry(1183): Income 44023, State: Oregon, County: Douglas County, Total Pop: 107576, Poverty: 17.0
Entry(1184): Income 44030, State: Michigan, County: Chippewa County, Total Pop: 38023, Poverty: 17.1
Entry(1185): Income 44031, State: Kentucky, County: Owen County, Total Pop: 10686, Poverty: 16.7
Entry(1186): Income 44039, State: North Carolina, County: Perquimans County, Total Pop: 13506, Poverty: 18.8
Entry(1187): Income 44048, State: Kentucky, County: Hopkins County, Total Pop: 45985, Poverty: 17.2
Entry(1188): Income 44056, State: Missouri, County: Audrain County, Total Pop: 25763, Poverty: 16.7
Entry(1189): Income 44057, State: Kentucky, County: Breckinridge County, Total Pop: 19991, Poverty: 17.7
Entry(1190): Income 44067, State: Oklahoma, County: Kay County, Total Pop: 45173, Poverty: 17.6
Entry(1191): Income 44074, State: Arkansas, County: White County, Total Pop: 78706, Poverty: 16.6
Entry(1192): Income 44090, State: Tennessee, County: Stewart County, Total Pop: 13248, Poverty: 19.0
Entry(1193): Income 44098, State: Missouri, County: Marion County, Total Pop: 28703, Poverty: 18.4
Entry(1194): Income 44104, State: South Dakota, County: Charles Mix County, Total Pop: 9319, Poverty: 21.4
Entry(1195): Income 44106, State: Georgia, County: Clayton County, Total Pop: 274150, Poverty: 21.9
Entry(1196): Income 44122, State: Wisconsin, County: Langlade County, Total Pop: 19190, Poverty: 14.8
