Entry(0): Total Pop: 74, State: Texas, County: Loving County, Income: 80938, Poverty: 17.1
Entry(1144): Total Pop: 16457, State: Illinois, County: Lawrence County, Income: 44504, Poverty: 16.4
Entry(1145): Total Pop: 16466, State: Kansas, County: Atchison County, Income: 46640, Poverty: 18.5
Entry(1146): Total Pop: 16468, State: Montana, County: Hill County, Income: 45269, Poverty: 21.2
Entry(1147): Total Pop: 16474, State: Puerto Rico, County: Hormigueros Municipio, Income: 19674, Poverty: 39.3
Entry(1148): Total Pop: 16547, State: Mississippi, County: Jasper County, Income: 35271, Poverty: 22.8
Entry(1149): Total Pop: 16569, State: Illinois, County: Wayne County, Income: 46405, Poverty: 15.8
Entry(1150): Total Pop: 16620, State: Indiana, County: Fountain County, Income: 46669, Poverty: 12.6
Entry(1151): Total Pop: 16657, State: Alabama, County: Fayette County, Income: 36541, Poverty: 18.1
Entry(1152): Total Pop: 16713, State: Tennessee, County: Wayne County, Income: 34299, Poverty: 19.6
Entry(1153): Total Pop: 16722, State: Tennessee, County: Polk County, Income: 42307, Poverty: 17.0
Entry(1154): Total Pop: 16727, State: Texas, County: Robertson County, Income: 52189, Poverty: 15.2
Entry(1155): Total Pop: 16732, State: Georgia, County: Greene County, Income: 45069, Poverty: 21.9
Entry(1156): Total Pop: 16746, State: Alabama, County: Washington County, Income: 42185, Poverty: 22.0
Entry(1157): Total Pop: 16751, State: Arkansas, County: Van Buren County, Income: 34428, Poverty: 19.6
Entry(1158): Total Pop: 16755, State: Wisconsin, County: Lafayette County, Income: 55859, Poverty: 10.4
Entry(1159): Total Pop: 16765, State: Indiana, County: Rush County, Income: 47955, Poverty: 18.3
Entry(1160): Total Pop: 16777, State: Arkansas, County: Lawrence County, Income: 37603, Poverty: 18.4
Entry(1161): Total Pop: 16790, State: West Virginia, County: Barbour County, Income: 37516, Poverty: 22.5
Entry(1162): Total Pop: 16815, State: Kentucky, County: Rockcastle County, Income: 35888, Poverty: 21.0
Entry(1163): Total Pop: 16850, State: Idaho, County: Gem County, Income: 42888, Poverty: 20.7
Entry(1164): Total Pop: 16850, State: Texas, County: Lee County, Income: 55741, Poverty: 13.8
Entry(1165): Total Pop: 16867, State: Virginia, County: Giles County, Income: 49734, Poverty: 11.3
Entry(1166): Total Pop: 16900, State: Colorado, County: Park County, Income: 61644, Poverty: 6.6
Entry(1167): Total Pop: 16960, State: Maine, County: Piscataquis County, Income: 38797, Poverty: 18.7
Entry(1168): Total Pop: 16966, State: Texas, County: Leon County, Income: 44875, Poverty: 16.3
Entry(1169): Total Pop: 16977, State: West Virginia, County: Taylor County, Income: 45916, Poverty: 15.7
Entry(1170): Total Pop: 17000, State: Iowa, County: Dickinson County, Income: 59889, Poverty: 8.1
Entry(1171): Total Pop: 17034, State: Illinois, County: Bond County, Income: 54393, Poverty: 15.7
Entry(1172): Total Pop: 17041, State: Arkansas, County: Sharp County, Income: 31792, Poverty: 23.3
Entry(1173): Total Pop: 17045, State: Nebraska, County: Seward County, Income: 63095, Poverty: 9.2
Entry(1174): Total Pop: 17048, State: Virginia, County: Buckingham County, Income: 46610, Poverty: 16.6
Entry(1175): Total Pop: 17062, State: Indiana, County: Parke County, Income: 44643, Poverty: 13.9
Entry(1176): Total Pop: 17070, State: Pennsylvania, County: Potter County, Income: 41406, Poverty: 14.4
Entry(1177): Total Pop: 17077, State: Virginia, County: Bristol city, Income: 37844, Poverty: 21.3
Entry(1178): Total Pop: 17088, State: Nevada, County: Humboldt County, Income: 69324, Poverty: 9.1
Entry(1179): Total Pop: 17097, State: Tennessee, County: Chester County, Income: 43740, Poverty: 18.2
Entry(1180): Total Pop: 17098, State: New Mexico, County: Socorro County, Income: 34008, Poverty: 26.6
Entry(1181): Total Pop: 17110, State: Alabama, County: Henry County, Income: 45569, Poverty: 13.7
Entry(1182): Total Pop: 17131, State: Iowa, County: Crawford County, Income: 51091, Poverty: 18.5
Entry(1183): Total Pop: 17164, State: Arkansas, County: Cross County, Income: 41081, Poverty: 18.0
Entry(1184): Total Pop: 17167, State: Kentucky, County: Mason County, Income: 43082, Poverty: 18.0
Entry(1185): Total Pop: 17190, State: Georgia, County: Cook County, Income: 35539, Poverty: 24.2
Entry(1186): Total Pop: 17191, State: Florida, County: Gilchrist County, Income: 42934, Poverty: 19.8
Entry(1187): Total Pop: 17206, State: Arkansas, County: Sevier County, Income: 43675, Poverty: 21.2
Entry(1188): Total Pop: 17226, State: Kentucky, County: Garrard County, Income: 47906, Poverty: 18.2
Entry(1189): Total Pop: 17236, State: Iowa, County: Tama County, Income: 56110, Poverty: 11.8
Entry(1190): Total Pop: 17239, State: Iowa, County: Hardin County, Income: 52207, Poverty: 8.0
Entry(1191): Total Pop: 17267, State: Illinois, County: Union County, Income: 46716, Poverty: 16.8
Entry(1192): Total Pop: 17272, State: Georgia, County: Ben Hill County, Income: 32344, Poverty: 30.4
Entry(1193): Total Pop: 17275, State: Massachusetts, County: Dukes County, Income: 67535, Poverty: 8.4
Entry(1194): Total Pop: 17289, State: Texas, County: Falls County, Income: 38834, Poverty: 25.2
Entry(1195): Total Pop: 17305, State: Mississippi, County: Chickasaw County, Income: 33579, Poverty: 22.9
Entry(1196): Total Pop: 17325, State: Puerto Rico, County: Ciales Municipio, Income: 14432, Poverty: 58.2
Entry(1197): Total Pop: 17326, State: Iowa, County: Delaware County, Income: 60534, Poverty: 9.2
Entry(1198): Total Pop: 17327, State: Puerto Rico, County: Guánica Municipio, Income: 12653, Poverty: 65.2
Entry(1199): Total Pop: 17344, State: Missouri, County: Pemiscot County, Income: 32468, Poverty: 28.5
Entry(1200): Total Pop: 17346, State: Texas, County: Scurry County, Income: 54565, Poverty: 12.8
Entry(1201): Total Pop: 17358, State: Missouri, County: Andrew County, Income: 56658, Poverty: 9.0
Entry(1202): Total Pop: 17358, State: Michigan, County: Kalkaska County, Income: 43431, Poverty: 18.5
Entry(1203): Total Pop: 17380, State: Virginia, County: Radford city, Income: 36082, Poverty: 37.5
Entry(1204): Total Pop: 17429, State: Arkansas, County: Jackson County, Income: 32783, Poverty: 25.1
Entry(1205): Total Pop: 17429, State: Illinois, County: Warren County, Income: 47278, Poverty: 13.8
Entry(1206): Total Pop: 17462, State: Michigan, County: Benzie County, Income: 53185, Poverty: 10.0
Entry(1207): Total Pop: 17510, State: West Virginia, County: Morgan County, Income: 46346, Poverty: 11.1
Entry(1208): Total Pop: 17514, State: Arkansas, County: Randolph County, Income: 35930, Poverty: 20.9
Entry(1209): Total Pop: 17535, State: North Carolina, County: Avery County, Income: 37109, Poverty: 14.7
Entry(1210): Total Pop: 17572, State: South Dakota, County: Hughes County, Income: 59741, Poverty: 11.3
Entry(1211): Total Pop: 17577, State: Texas, County: Andrews County, Income: 70753, Poverty: 11.9
Entry(1212): Total Pop: 17582, State: Virginia, County: Colonial Heights city, Income: 50952, Poverty: 13.2
Entry(1213): Total Pop: 17596, State: Texas, County: Burleson County, Income: 52510, Poverty: 15.1
Entry(1214): Total Pop: 17596, State: Virginia, County: Westmoreland County, Income: 55688, Poverty: 9.5
Entry(1215): Total Pop: 17603, State: Illinois, County: Edgar County, Income: 47873, Poverty: 15.4
Entry(1216): Total Pop: 17605, State: North Carolina, County: Yancey County, Income: 37610, Poverty: 19.6
Entry(1217): Total Pop: 17620, State: Missouri, County: Cooper County, Income: 46547, Poverty: 11.2
Entry(1218): Total Pop: 17626, State: Wisconsin, County: Richland County, Income: 48234, Poverty: 13.6
Entry(1219): Total Pop: 17658, State: California, County: Mariposa County, Income: 51385, Poverty: 15.1
Entry(1220): Total Pop: 17711, State: Iowa, County: Clayton County, Income: 51114, Poverty: 10.4
Entry(1221): Total Pop: 17731, State: Kentucky, County: Russell County, Income: 34660, Poverty: 25.3
Entry(1222): Total Pop: 17747, State: Colorado, County: Pitkin County, Income: 67755, Poverty: 7.1
Entry(1223): Total Pop: 17748, State: Kentucky, County: McCreary County, Income: 19264, Poverty: 41.0
Entry(1224): Total Pop: 17769, State: Puerto Rico, County: Patillas Municipio, Income: 14512, Poverty: 57.3
Entry(1225): Total Pop: 17803, State: Arkansas, County: Franklin County, Income: 39472, Poverty: 21.9
Entry(1226): Total Pop: 17830, State: Tennessee, County: Unicoi County, Income: 36576, Poverty: 20.1
Entry(1227): Total Pop: 17846, State: Tennessee, County: Johnson County, Income: 32994, Poverty: 25.3
Entry(1228): Total Pop: 17857, State: Georgia, County: Long County, Income: 53083, Poverty: 20.0
Entry(1229): Total Pop: 17881, State: Kentucky, County: Simpson County, Income: 44989, Poverty: 17.4
Entry(1230): Total Pop: 17882, State: Missouri, County: Ste. Genevieve County, Income: 50959, Poverty: 16.6
Entry(1231): Total Pop: 17897, State: South Carolina, County: Lee County, Income: 31963, Poverty: 26.4
Entry(1232): Total Pop: 17919, State: Georgia, County: Pike County, Income: 52377, Poverty: 12.3
Entry(1233): Total Pop: 17940, State: Tennessee, County: Fentress County, Income: 32616, Poverty: 23.0
Entry(1234): Total Pop: 17944, State: Tennessee, County: Haywood County, Income: 36118, Poverty: 19.1
Entry(1235): Total Pop: 17945, State: Iowa, County: Jefferson County, Income: 44516, Poverty: 15.2
Entry(1236): Total Pop: 17955, State: Texas, County: Bosque County, Income: 48677, Poverty: 15.6
Entry(1237): Total Pop: 17957, State: Alaska, County: Bethel Census Area, Income: 53853, Poverty: 27.0
Entry(1238): Total Pop: 17958, State: Virginia, County: Patrick County, Income: 37757, Poverty: 20.2
Entry(1239): Total Pop: 17981, State: Mississippi, County: Stone County, Income: 46283, Poverty: 17.3
Entry(1240): Total Pop: 18012, State: Kentucky, County: Spencer County, Income: 68916, Poverty: 8.7
Entry(1241): Total Pop: 18013, State: Georgia, County: Morgan County, Income: 59572, Poverty: 13.4
Entry(1242): Total Pop: 18030, State: Missouri, County: New Madrid County, Income: 33846, Poverty: 24.1
Entry(1243): Total Pop: 18031, State: New Mexico, County: Los Alamos County, Income: 110190, Poverty: 5.1
Entry(1244): Total Pop: 18076, State: Arkansas, County: Grant County, Income: 49968, Poverty: 14.4
Entry(1245): Total Pop: 18089, State: Virginia, County: Southampton County, Income: 53681, Poverty: 11.7
Entry(1246): Total Pop: 18112, State: New York, County: Schuyler County, Income: 47810, Poverty: 15.3
Entry(1247): Total Pop: 18163, State: South Dakota, County: Beadle County, Income: 48995, Poverty: 23.7
Entry(1248): Total Pop: 18166, State: Texas, County: Young County, Income: 46351, Poverty: 16.5
Entry(1249): Total Pop: 18195, State: California, County: Inyo County, Income: 51500, Poverty: 10.2
Entry(1250): Total Pop: 18264, State: Illinois, County: Hancock County, Income: 51460, Poverty: 11.2
Entry(1251): Total Pop: 18267, State: Mississippi, County: Holmes County, Income: 20330, Poverty: 46.5
Entry(1252): Total Pop: 18278, State: Texas, County: Eastland County, Income: 32135, Poverty: 17.4
Entry(1253): Total Pop: 18281, State: Tennessee, County: Humphreys County, Income: 40998, Poverty: 18.4
Entry(1254): Total Pop: 18282, State: Georgia, County: Lamar County, Income: 41157, Poverty: 20.8
Entry(1255): Total Pop: 18302, State: Pennsylvania, County: Montour County, Income: 56250, Poverty: 10.5
Entry(1256): Total Pop: 18304, State: Missouri, County: Wright County, Income: 31290, Poverty: 25.0
Entry(1257): Total Pop: 18325, State: Colorado, County: Otero County, Income: 35051, Poverty: 22.9
Entry(1258): Total Pop: 18352, State: Arkansas, County: Arkansas County, Income: 38532, Poverty: 20.7
Entry(1259): Total Pop: 18363, State: Georgia, County: Banks County, Income: 42182, Poverty: 14.3
Entry(1260): Total Pop: 18368, State: Iowa, County: Cedar County, Income: 62555, Poverty: 5.4
Entry(1261): Total Pop: 18411, State: Georgia, County: Brantley County, Income: 36812, Poverty: 21.8
Entry(1262): Total Pop: 18428, State: Iowa, County: Poweshiek County, Income: 51456, Poverty: 10.7
Entry(1263): Total Pop: 18471, State: Georgia, County: Appling County, Income: 37089, Poverty: 24.7
Entry(1264): Total Pop: 18482, State: Mississippi, County: Winston County, Income: 33313, Poverty: 25.3
Entry(1265): Total Pop: 18504, State: Puerto Rico, County: Arroyo Municipio, Income: 15689, Poverty: 56.7
Entry(1266): Total Pop: 18517, State: Missouri, County: Pike County, Income: 45112, Poverty: 15.1
Entry(1267): Total Pop: 18518, State: Florida, County: Madison County, Income: 31816, Poverty: 31.9
Entry(1268): Total Pop: 18525, State: Puerto Rico, County: Adjuntas Municipio, Income: 11680, Poverty: 64.1
Entry(1269): Total Pop: 18531, State: Kentucky, County: Hart County, Income: 37315, Poverty: 23.1
Entry(1270): Total Pop: 18620, State: Arkansas, County: Drew County, Income: 36092, Poverty: 24.4
Entry(1271): Total Pop: 18630, State: Kentucky, County: Harrison County, Income: 44620, Poverty: 16.4
Entry(1272): Total Pop: 18709, State: Minnesota, County: Houston County, Income: 56837, Poverty: 8.9
Entry(1273): Total Pop: 18724, State: California, County: Plumas County, Income: 50266, Poverty: 13.3
Entry(1274): Total Pop: 18731, State: Mississippi, County: Attala County, Income: 33815, Poverty: 22.6
Entry(1275): Total Pop: 18745, State: Wisconsin, County: Green Lake County, Income: 50276, Poverty: 11.4
Entry(1276): Total Pop: 18791, State: Wyoming, County: Lincoln County, Income: 63756, Poverty: 9.3
Entry(1277): Total Pop: 18818, State: Colorado, County: Chaffee County, Income: 53762, Poverty: 9.6
Entry(1278): Total Pop: 18856, State: Kansas, County: Jefferson County, Income: 58935, Poverty: 8.3
Entry(1279): Total Pop: 18898, State: Minnesota, County: Waseca County, Income: 55189, Poverty: 9.2
Entry(1280): Total Pop: 18918, State: Missouri, County: Benton County, Income: 35097, Poverty: 18.6
Entry(1281): Total Pop: 18947, State: Texas, County: Deaf Smith County, Income: 51543, Poverty: 18.0
Entry(1282): Total Pop: 18951, State: Ohio, County: Paulding County, Income: 49866, Poverty: 10.7
Entry(1283): Total Pop: 18952, State: Puerto Rico, County: Luquillo Municipio, Income: 19377, Poverty: 46.0
Entry(1284): Total Pop: 19014, State: Georgia, County: Berrien County, Income: 38297, Poverty: 23.7
Entry(1285): Total Pop: 19110, State: Texas, County: Frio County, Income: 37382, Poverty: 20.3
Entry(1286): Total Pop: 19135, State: Missouri, County: Perry County, Income: 54935, Poverty: 8.2
Entry(1287): Total Pop: 19141, State: Georgia, County: Pierce County, Income: 39863, Poverty: 21.0
Entry(1288): Total Pop: 19162, State: Kansas, County: Dickinson County, Income: 49663, Poverty: 11.6
Entry(1289): Total Pop: 19172, State: Mississippi, County: Covington County, Income: 36471, Poverty: 23.1
Entry(1290): Total Pop: 19176, State: Tennessee, County: Union County, Income: 40132, Poverty: 21.6
Entry(1291): Total Pop: 19190, State: Wisconsin, County: Langlade County, Income: 44122, Poverty: 14.8
Entry(1292): Total Pop: 19213, State: Virginia, County: Greene County, Income: 62952, Poverty: 9.4
Entry(1293): Total Pop: 19214, State: Illinois, County: Crawford County, Income: 47468, Poverty: 11.9
Entry(1294): Total Pop: 19229, State: Indiana, County: Perry County, Income: 49689, Poverty: 14.5
Entry(1295): Total Pop: 19249, State: Montana, County: Lincoln County, Income: 36934, Poverty: 16.4
Entry(1296): Total Pop: 19261, State: Washington, County: Adams County, Income: 48131, Poverty: 23.1
Entry(1297): Total Pop: 19279, State: Tennessee, County: Smith County, Income: 44275, Poverty: 14.1
Entry(1298): Total Pop: 19288, State: Georgia, County: Elbert County, Income: 35207, Poverty: 22.4
Entry(1299): Total Pop: 19304, State: Kentucky, County: Adair County, Income: 36575, Poverty: 21.5
Entry(1300): Total Pop: 19313, State: New Mexico, County: Roosevelt County, Income: 35928, Poverty: 27.5
Entry(1301): Total Pop: 19335, State: Kentucky, County: Marion County, Income: 40005, Poverty: 18.4
Entry(1302): Total Pop: 19358, State: Alabama, County: Macon County, Income: 32308, Poverty: 25.9
Entry(1303): Total Pop: 19380, State: Tennessee, County: DeKalb County, Income: 40690, Poverty: 18.9
Entry(1304): Total Pop: 19406, State: Texas, County: Montague County, Income: 46592, Poverty: 15.5
Entry(1305): Total Pop: 19409, State: Iowa, County: Jackson County, Income: 51806, Poverty: 12.0
Entry(1306): Total Pop: 19476, State: Mississippi, County: Tishomingo County, Income: 36672, Poverty: 18.6
Entry(1307): Total Pop: 19483, State: Florida, County: Holmes County, Income: 37474, Poverty: 26.6
Entry(1308): Total Pop: 19497, State: New Mexico, County: Lincoln County, Income: 42145, Poverty: 15.4
