Entry(0): County: Abbeville County, State: South Carolina, Total Pop: 24788, Income: 35254, Poverty: 22.7
Entry(1191): County: Hamilton County, State: Kansas, Total Pop: 2621, Income: 48160, Poverty: 9.3
Entry(1192): County: Hamilton County, State: Tennessee, Total Pop: 354589, Income: 50273, Poverty: 14.5
Entry(1193): County: Hamilton County, State: Florida, Total Pop: 14238, Income: 36209, Poverty: 26.6
Entry(1194): County: Hamilton County, State: Illinois, Total Pop: 8259, Income: 47293, Poverty: 13.9
Entry(1195): County: Hamilton County, State: Iowa, Total Pop: 15201, Income: 55836, Poverty: 9.4
Entry(1196): County: Hamilton County, State: New York, Total Pop: 4646, Income: 55587, Poverty: 9.7
Entry(1197): County: Hamilton County, State: Ohio, Total Pop: 808703, Income: 52389, Poverty: 17.0
Entry(1198): County: Hamilton County, State: Nebraska, Total Pop: 9149, Income: 61944, Poverty: 7.2
Entry(1199): County: Hamilton County, State: Texas, Total Pop: 8220, Income: 46611, Poverty: 16.1
Entry(1200): County: Hamlin County, State: South Dakota, Total Pop: 5911, Income: 61784, Poverty: 5.6
Entry(1201): County: Hampden County, State: Massachusetts, Total Pop: 469188, Income: 52205, Poverty: 17.2
Entry(1202): County: Hampshire County, State: West Virginia, Total Pop: 23412, Income: 36575, Poverty: 16.9
Entry(1203): County: Hampshire County, State: Massachusetts, Total Pop: 161197, Income: 64974, Poverty: 13.8
Entry(1204): County: Hampton County, State: South Carolina, Total Pop: 20066, Income: 32147, Poverty: 18.4
Entry(1205): County: Hampton city, State: Virginia, Total Pop: 136255, Income: 52021, Poverty: 14.9
Entry(1206): County: Hancock County, State: Georgia, Total Pop: 8667, Income: 29268, Poverty: 30.0
Entry(1207): County: Hancock County, State: Indiana, Total Pop: 72776, Income: 70973, Poverty: 7.0
Entry(1208): County: Hancock County, State: Maine, Total Pop: 54468, Income: 51438, Poverty: 11.6
Entry(1209): County: Hancock County, State: Tennessee, Total Pop: 6605, Income: 29619, Poverty: 25.7
Entry(1210): County: Hancock County, State: West Virginia, Total Pop: 29921, Income: 43634, Poverty: 13.5
Entry(1211): County: Hancock County, State: Illinois, Total Pop: 18264, Income: 51460, Poverty: 11.2
Entry(1212): County: Hancock County, State: Kentucky, Total Pop: 8700, Income: 49135, Poverty: 15.7
Entry(1213): County: Hancock County, State: Mississippi, Total Pop: 46277, Income: 47518, Poverty: 17.2
Entry(1214): County: Hancock County, State: Iowa, Total Pop: 10971, Income: 57840, Poverty: 9.1
Entry(1215): County: Hancock County, State: Ohio, Total Pop: 75508, Income: 52831, Poverty: 12.1
Entry(1216): County: Hand County, State: South Dakota, Total Pop: 3303, Income: 50720, Poverty: 8.2
Entry(1217): County: Hanover County, State: Virginia, Total Pop: 103218, Income: 84955, Poverty: 5.8
Entry(1218): County: Hansford County, State: Texas, Total Pop: 5532, Income: 40678, Poverty: 18.7
Entry(1219): County: Hanson County, State: South Dakota, Total Pop: 3404, Income: 62448, Poverty: 6.5
Entry(1220): County: Haralson County, State: Georgia, Total Pop: 28722, Income: 43663, Poverty: 18.0
Entry(1221): County: Hardee County, State: Florida, Total Pop: 27326, Income: 39063, Poverty: 24.5
Entry(1222): County: Hardeman County, State: Texas, Total Pop: 3990, Income: 37995, Poverty: 13.8
Entry(1223): County: Hardeman County, State: Tennessee, Total Pop: 25784, Income: 36686, Poverty: 21.2
Entry(1224): County: Hardin County, State: Iowa, Total Pop: 17239, Income: 52207, Poverty: 8.0
Entry(1225): County: Hardin County, State: Ohio, Total Pop: 31576, Income: 46404, Poverty: 16.6
Entry(1226): County: Hardin County, State: Texas, Total Pop: 55993, Income: 56131, Poverty: 12.0
Entry(1227): County: Hardin County, State: Tennessee, Total Pop: 25813, Income: 39092, Poverty: 21.5
Entry(1228): County: Hardin County, State: Illinois, Total Pop: 4161, Income: 39524, Poverty: 16.6
Entry(1229): County: Hardin County, State: Kentucky, Total Pop: 107699, Income: 51923, Poverty: 14.2
Entry(1230): County: Harding County, State: New Mexico, Total Pop: 546, Income: 35096, Poverty: 19.8
Entry(1231): County: Harding County, State: South Dakota, Total Pop: 1281, Income: 55972, Poverty: 12.9
Entry(1232): County: Hardy County, State: West Virginia, Total Pop: 13812, Income: 42573, Poverty: 14.8
Entry(1233): County: Harford County, State: Maryland, Total Pop: 250132, Income: 83445, Poverty: 7.5
Entry(1234): County: Harlan County, State: Kentucky, Total Pop: 27548, Income: 24451, Poverty: 35.6
Entry(1235): County: Harlan County, State: Nebraska, Total Pop: 3469, Income: 46750, Poverty: 12.9
Entry(1236): County: Harmon County, State: Oklahoma, Total Pop: 2758, Income: 38264, Poverty: 16.1
Entry(1237): County: Harnett County, State: North Carolina, Total Pop: 128753, Income: 50323, Poverty: 18.0
Entry(1238): County: Harney County, State: Oregon, Total Pop: 7195, Income: 39504, Poverty: 17.5
Entry(1239): County: Harper County, State: Oklahoma, Total Pop: 3843, Income: 46915, Poverty: 13.2
Entry(1240): County: Harper County, State: Kansas, Total Pop: 5746, Income: 48059, Poverty: 16.8
Entry(1241): County: Harris County, State: Georgia, Total Pop: 33198, Income: 69539, Poverty: 7.3
Entry(1242): County: Harris County, State: Texas, Total Pop: 4525519, Income: 57791, Poverty: 16.8
Entry(1243): County: Harrison County, State: Iowa, Total Pop: 14196, Income: 57558, Poverty: 10.4
Entry(1244): County: Harrison County, State: Kentucky, Total Pop: 18630, Income: 44620, Poverty: 16.4
Entry(1245): County: Harrison County, State: Ohio, Total Pop: 15397, Income: 46223, Poverty: 15.7
Entry(1246): County: Harrison County, State: Indiana, Total Pop: 39450, Income: 53897, Poverty: 12.9
Entry(1247): County: Harrison County, State: Missouri, Total Pop: 8615, Income: 42889, Poverty: 18.3
Entry(1248): County: Harrison County, State: West Virginia, Total Pop: 68438, Income: 48315, Poverty: 15.0
Entry(1249): County: Harrison County, State: Mississippi, Total Pop: 200491, Income: 44684, Poverty: 20.5
Entry(1250): County: Harrison County, State: Texas, Total Pop: 66606, Income: 48644, Poverty: 17.9
Entry(1251): County: Harrisonburg city, State: Virginia, Total Pop: 53064, Income: 43009, Poverty: 29.0
Entry(1252): County: Hart County, State: Kentucky, Total Pop: 18531, Income: 37315, Poverty: 23.1
Entry(1253): County: Hart County, State: Georgia, Total Pop: 25535, Income: 41216, Poverty: 18.8
Entry(1254): County: Hartford County, State: Connecticut, Total Pop: 897417, Income: 69936, Poverty: 11.2
Entry(1255): County: Hartley County, State: Texas, Total Pop: 5821, Income: 64427, Poverty: 8.1
Entry(1256): County: Harvey County, State: Kansas, Total Pop: 34683, Income: 55687, Poverty: 11.2
Entry(1257): County: Haskell County, State: Oklahoma, Total Pop: 12746, Income: 38017, Poverty: 19.2
Entry(1258): County: Haskell County, State: Texas, Total Pop: 5806, Income: 43529, Poverty: 19.3
Entry(1259): County: Haskell County, State: Kansas, Total Pop: 4081, Income: 53780, Poverty: 13.3
Entry(1260): County: Hatillo Municipio, State: Puerto Rico, Total Pop: 40978, Income: 17770, Poverty: 45.3
Entry(1261): County: Hawaii County, State: Hawaii, Total Pop: 196325, Income: 56395, Poverty: 17.4
Entry(1262): County: Hawkins County, State: Tennessee, Total Pop: 56402, Income: 38728, Poverty: 19.3
Entry(1263): County: Hayes County, State: Nebraska, Total Pop: 957, Income: 44946, Poverty: 9.0
Entry(1264): County: Hays County, State: Texas, Total Pop: 194843, Income: 62815, Poverty: 15.3
Entry(1265): County: Haywood County, State: Tennessee, Total Pop: 17944, Income: 36118, Poverty: 19.1
Entry(1266): County: Haywood County, State: North Carolina, Total Pop: 59854, Income: 45538, Poverty: 16.6
Entry(1267): County: Heard County, State: Georgia, Total Pop: 11607, Income: 44897, Poverty: 17.4
Entry(1268): County: Hemphill County, State: Texas, Total Pop: 4152, Income: 68679, Poverty: 8.8
Entry(1269): County: Hempstead County, State: Arkansas, Total Pop: 22154, Income: 38701, Poverty: 25.3
Entry(1270): County: Henderson County, State: Illinois, Total Pop: 6927, Income: 47428, Poverty: 11.3
Entry(1271): County: Henderson County, State: Tennessee, Total Pop: 27889, Income: 42711, Poverty: 19.5
Entry(1272): County: Henderson County, State: Kentucky, Total Pop: 46252, Income: 43458, Poverty: 19.3
Entry(1273): County: Henderson County, State: North Carolina, Total Pop: 112156, Income: 50454, Poverty: 11.8
Entry(1274): County: Henderson County, State: Texas, Total Pop: 79687, Income: 44888, Poverty: 18.0
Entry(1275): County: Hendricks County, State: Indiana, Total Pop: 158170, Income: 74245, Poverty: 5.1
Entry(1276): County: Hendry County, State: Florida, Total Pop: 39064, Income: 37966, Poverty: 25.5
Entry(1277): County: Hennepin County, State: Minnesota, Total Pop: 1224763, Income: 71154, Poverty: 11.5
Entry(1278): County: Henrico County, State: Virginia, Total Pop: 324073, Income: 66447, Poverty: 10.4
Entry(1279): County: Henry County, State: Georgia, Total Pop: 217506, Income: 64752, Poverty: 11.4
Entry(1280): County: Henry County, State: Illinois, Total Pop: 49649, Income: 55755, Poverty: 12.5
Entry(1281): County: Henry County, State: Iowa, Total Pop: 19865, Income: 52275, Poverty: 12.2
Entry(1282): County: Henry County, State: Ohio, Total Pop: 27463, Income: 58070, Poverty: 9.0
Entry(1283): County: Henry County, State: Tennessee, Total Pop: 32263, Income: 40415, Poverty: 19.7
Entry(1284): County: Henry County, State: Alabama, Total Pop: 17110, Income: 45569, Poverty: 13.7
Entry(1285): County: Henry County, State: Virginia, Total Pop: 51956, Income: 36779, Poverty: 19.2
Entry(1286): County: Henry County, State: Indiana, Total Pop: 48649, Income: 46131, Poverty: 16.1
Entry(1287): County: Henry County, State: Kentucky, Total Pop: 15677, Income: 50787, Poverty: 18.2
Entry(1288): County: Henry County, State: Missouri, Total Pop: 21834, Income: 41089, Poverty: 21.2
Entry(1289): County: Herkimer County, State: New York, Total Pop: 62943, Income: 49077, Poverty: 14.9
Entry(1290): County: Hernando County, State: Florida, Total Pop: 179144, Income: 44324, Poverty: 14.3
Entry(1291): County: Hertford County, State: North Carolina, Total Pop: 24262, Income: 35806, Poverty: 23.3
Entry(1292): County: Hettinger County, State: North Dakota, Total Pop: 2601, Income: 56118, Poverty: 9.3
Entry(1293): County: Hickman County, State: Kentucky, Total Pop: 4625, Income: 38036, Poverty: 14.8
Entry(1294): County: Hickman County, State: Tennessee, Total Pop: 24502, Income: 39333, Poverty: 19.7
Entry(1295): County: Hickory County, State: Missouri, Total Pop: 9352, Income: 34746, Poverty: 23.3
Entry(1296): County: Hidalgo County, State: Texas, Total Pop: 839539, Income: 37097, Poverty: 31.8
Entry(1297): County: Hidalgo County, State: New Mexico, Total Pop: 4446, Income: 31829, Poverty: 26.0
Entry(1298): County: Highland County, State: Ohio, Total Pop: 43031, Income: 42333, Poverty: 21.6
Entry(1299): County: Highland County, State: Virginia, Total Pop: 2213, Income: 45094, Poverty: 10.6
Entry(1300): County: Highlands County, State: Florida, Total Pop: 100177, Income: 36374, Poverty: 18.7
Entry(1301): County: Hill County, State: Texas, Total Pop: 35098, Income: 45970, Poverty: 17.5
Entry(1302): County: Hill County, State: Montana, Total Pop: 16468, Income: 45269, Poverty: 21.2
Entry(1303): County: Hillsborough County, State: Florida, Total Pop: 1351087, Income: 53742, Poverty: 15.7
Entry(1304): County: Hillsborough County, State: New Hampshire, Total Pop: 406371, Income: 75777, Poverty: 8.6
Entry(1305): County: Hillsdale County, State: Michigan, Total Pop: 45909, Income: 46160, Poverty: 17.0
Entry(1306): County: Hinds County, State: Mississippi, Total Pop: 243249, Income: 41011, Poverty: 23.9
Entry(1307): County: Hinsdale County, State: Colorado, Total Pop: 820, Income: 53056, Poverty: 12.0
Entry(1308): County: Hitchcock County, State: Nebraska, Total Pop: 2860, Income: 41582, Poverty: 14.2
Entry(1309): County: Hocking County, State: Ohio, Total Pop: 28547, Income: 48073, Poverty: 14.2
Entry(1310): County: Hockley County, State: Texas, Total Pop: 23273, Income: 49184, Poverty: 14.9
Entry(1311): County: Hodgeman County, State: Kansas, Total Pop: 1875, Income: 55345, Poverty: 8.4
Entry(1312): County: Hoke County, State: North Carolina, Total Pop: 52571, Income: 45713, Poverty: 21.9
Entry(1313): County: Holmes County, State: Ohio, Total Pop: 43808, Income: 58728, Poverty: 12.0
Entry(1314): County: Holmes County, State: Mississippi, Total Pop: 18267, Income: 20330, Poverty: 46.5
Entry(1315): County: Holmes County, State: Florida, Total Pop: 19483, Income: 37474, Poverty: 26.6
Entry(1316): County: Holt County, State: Missouri, Total Pop: 4499, Income: 43981, Poverty: 12.0
Entry(1317): County: Holt County, State: Nebraska, Total Pop: 10293, Income: 52050, Poverty: 8.9
Entry(1318): County: Honolulu County, State: Hawaii, Total Pop: 990060, Income: 80078, Poverty: 9.1
Entry(1319): County: Hood County, State: Texas, Total Pop: 55418, Income: 60275, Poverty: 12.3
Entry(1320): County: Hood River County, State: Oregon, Total Pop: 22938, Income: 57269, Poverty: 12.1
Entry(1321): County: Hooker County, State: Nebraska, Total Pop: 684, Income: 41607, Poverty: 17.4
Entry(1322): County: Hoonah-Angoon Census Area, State: Alaska, Total Pop: 2146, Income: 57900, Poverty: 11.1
Entry(1323): County: Hopewell city, State: Virginia, Total Pop: 22353, Income: 40712, Poverty: 21.2
Entry(1324): County: Hopkins County, State: Kentucky, Total Pop: 45985, Income: 44048, Poverty: 17.2
Entry(1325): County: Hopkins County, State: Texas, Total Pop: 35929, Income: 47832, Poverty: 17.9
Entry(1326): County: Hormigueros Municipio, State: Puerto Rico, Total Pop: 16474, Income: 19674, Poverty: 39.3
Entry(1327): County: Horry County, State: South Carolina, Total Pop: 310186, Income: 46475, Poverty: 17.0
Entry(1328): County: Hot Spring County, State: Arkansas, Total Pop: 33480, Income: 40626, Poverty: 15.8
Entry(1329): County: Hot Springs County, State: Wyoming, Total Pop: 4741, Income: 48403, Poverty: 12.5
Entry(1330): County: Houghton County, State: Michigan, Total Pop: 36333, Income: 41379, Poverty: 21.4
Entry(1331): County: Houston County, State: Texas, Total Pop: 22849, Income: 33552, Poverty: 24.7
Entry(1332): County: Houston County, State: Minnesota, Total Pop: 18709, Income: 56837, Poverty: 8.9
Entry(1333): County: Houston County, State: Georgia, Total Pop: 150341, Income: 55965, Poverty: 16.7
Entry(1334): County: Houston County, State: Alabama, Total Pop: 104108, Income: 42803, Poverty: 18.5
Entry(1335): County: Houston County, State: Tennessee, Total Pop: 8188, Income: 41820, Poverty: 17.1
Entry(1336): County: Howard County, State: Indiana, Total Pop: 82457, Income: 47958, Poverty: 16.5
Entry(1337): County: Howard County, State: Maryland, Total Pop: 312495, Income: 115576, Poverty: 5.2
Entry(1338): County: Howard County, State: Nebraska, Total Pop: 6385, Income: 53648, Poverty: 10.2
Entry(1339): County: Howard County, State: Arkansas, Total Pop: 13472, Income: 34851, Poverty: 21.0
Entry(1340): County: Howard County, State: Texas, Total Pop: 36491, Income: 50855, Poverty: 13.9
Entry(1341): County: Howard County, State: Missouri, Total Pop: 10144, Income: 50356, Poverty: 16.4
Entry(1342): County: Howard County, State: Iowa, Total Pop: 9321, Income: 51422, Poverty: 11.6
Entry(1343): County: Howell County, State: Missouri, Total Pop: 40139, Income: 34984, Poverty: 22.9
Entry(1344): County: Hubbard County, State: Minnesota, Total Pop: 20743, Income: 52941, Poverty: 10.8
Entry(1345): County: Hudson County, State: New Jersey, Total Pop: 679756, Income: 62681, Poverty: 17.1
Entry(1346): County: Hudspeth County, State: Texas, Total Pop: 3702, Income: 26346, Poverty: 35.6
Entry(1347): County: Huerfano County, State: Colorado, Total Pop: 6498, Income: 35801, Poverty: 14.8
Entry(1348): County: Hughes County, State: Oklahoma, Total Pop: 13519, Income: 38425, Poverty: 20.1
Entry(1349): County: Hughes County, State: South Dakota, Total Pop: 17572, Income: 59741, Poverty: 11.3
Entry(1350): County: Humacao Municipio, State: Puerto Rico, Total Pop: 54736, Income: 18735, Poverty: 45.7
Entry(1351): County: Humboldt County, State: California, Total Pop: 135490, Income: 43718, Poverty: 20.8
Entry(1352): County: Humboldt County, State: Nevada, Total Pop: 17088, Income: 69324, Poverty: 9.1
Entry(1353): County: Humboldt County, State: Iowa, Total Pop: 9586, Income: 48847, Poverty: 13.0
Entry(1354): County: Humphreys County, State: Tennessee, Total Pop: 18281, Income: 40998, Poverty: 18.4
