Entry(0): State: Alabama, Total Pop: 55036, County: Autauga County, Income: 55317, Poverty: 13.7
Entry(987): State: Kansas, Total Pop: 2520, County: Rawlins County, Income: 50893, Poverty: 8.7
Entry(988): State: Kansas, Total Pop: 5148, County: Rooks County, Income: 48352, Poverty: 11.3
Entry(989): State: Kansas, Total Pop: 510484, County: Sedgwick County, Income: 52841, Poverty: 14.7
Entry(990): State: Kansas, Total Pop: 3693, County: Smith County, Income: 45357, Poverty: 13.3
Entry(991): State: Kansas, Total Pop: 7847, County: Thomas County, Income: 52465, Poverty: 11.1
Entry(992): State: Kansas, Total Pop: 2157, County: Wichita County, Income: 55109, Poverty: 4.4
Entry(993): State: Kentucky, Total Pop: 22017, County: Anderson County, Income: 51681, Poverty: 12.0
Entry(994): State: Kentucky, Total Pop: 127682, County: Boone County, Income: 72731, Poverty: 7.6
Entry(995): State: Kentucky, Total Pop: 13276, County: Breathitt County, Income: 25861, Poverty: 36.0
Entry(996): State: Kentucky, Total Pop: 38616, County: Calloway County, Income: 39269, Poverty: 22.4
Entry(997): State: Kentucky, Total Pop: 15805, County: Casey County, Income: 33031, Poverty: 26.6
Entry(998): State: Kentucky, Total Pop: 9154, County: Crittenden County, Income: 41114, Poverty: 17.7
Entry(999): State: Kentucky, Total Pop: 14382, County: Estill County, Income: 30692, Poverty: 30.4
Entry(1000): State: Kentucky, Total Pop: 6259, County: Fulton County, Income: 28274, Poverty: 25.3
Entry(1001): State: Kentucky, Total Pop: 26129, County: Grayson County, Income: 35944, Poverty: 25.7
Entry(1002): State: Kentucky, Total Pop: 27548, County: Harlan County, Income: 24451, Poverty: 35.6
Entry(1003): State: Kentucky, Total Pop: 4625, County: Hickman County, Income: 38036, Poverty: 14.8
Entry(1004): State: Kentucky, Total Pop: 23064, County: Johnson County, Income: 35629, Poverty: 24.1
Entry(1005): State: Kentucky, Total Pop: 59901, County: Laurel County, Income: 37235, Poverty: 24.6
Entry(1006): State: Kentucky, Total Pop: 13565, County: Lewis County, Income: 32054, Poverty: 26.1
Entry(1007): State: Kentucky, Total Pop: 65285, County: McCracken County, Income: 42894, Poverty: 17.1
Entry(1008): State: Kentucky, Total Pop: 19335, County: Marion County, Income: 40005, Poverty: 18.4
Entry(1009): State: Kentucky, Total Pop: 6381, County: Menifee County, Income: 39688, Poverty: 20.1
Entry(1010): State: Kentucky, Total Pop: 13281, County: Morgan County, Income: 33523, Poverty: 25.6
Entry(1011): State: Kentucky, Total Pop: 64633, County: Oldham County, Income: 92237, Poverty: 5.6
Entry(1012): State: Kentucky, Total Pop: 61586, County: Pike County, Income: 32972, Poverty: 26.4
Entry(1013): State: Kentucky, Total Pop: 24392, County: Rowan County, Income: 36411, Poverty: 26.7
Entry(1014): State: Kentucky, Total Pop: 18012, County: Spencer County, Income: 68916, Poverty: 8.7
Entry(1015): State: Kentucky, Total Pop: 14915, County: Union County, Income: 42139, Poverty: 22.9
Entry(1016): State: Kentucky, Total Pop: 36027, County: Whitley County, Income: 34103, Poverty: 25.2
Entry(1017): State: Kentucky, Total Pop: 8152, County: Ballard County, Income: 42988, Poverty: 18.2
Entry(1018): State: Kentucky, Total Pop: 20017, County: Bourbon County, Income: 47886, Poverty: 16.6
Entry(1019): State: Kentucky, Total Pop: 19991, County: Breckinridge County, Income: 44057, Poverty: 17.7
Entry(1020): State: Kentucky, Total Pop: 91804, County: Campbell County, Income: 57208, Poverty: 14.2
Entry(1021): State: Kentucky, Total Pop: 72438, County: Christian County, Income: 41849, Poverty: 19.7
Entry(1022): State: Kentucky, Total Pop: 6744, County: Cumberland County, Income: 35449, Poverty: 20.7
Entry(1023): State: Kentucky, Total Pop: 315109, County: Fayette County, Income: 53013, Poverty: 18.6
Entry(1024): State: Kentucky, Total Pop: 8652, County: Gallatin County, Income: 50250, Poverty: 13.4
Entry(1025): State: Kentucky, Total Pop: 11044, County: Green County, Income: 37388, Poverty: 19.0
Entry(1026): State: Kentucky, Total Pop: 18630, County: Harrison County, Income: 44620, Poverty: 16.4
Entry(1027): State: Kentucky, Total Pop: 45985, County: Hopkins County, Income: 44048, Poverty: 17.2
Entry(1028): State: Kentucky, Total Pop: 163987, County: Kenton County, Income: 58674, Poverty: 12.9
Entry(1029): State: Kentucky, Total Pop: 15844, County: Lawrence County, Income: 32703, Poverty: 24.5
Entry(1030): State: Kentucky, Total Pop: 24413, County: Lincoln County, Income: 37930, Poverty: 23.8
Entry(1031): State: Kentucky, Total Pop: 17748, County: McCreary County, Income: 19264, Poverty: 41.0
Entry(1032): State: Kentucky, Total Pop: 31177, County: Marshall County, Income: 49126, Poverty: 10.8
Entry(1033): State: Kentucky, Total Pop: 21378, County: Mercer County, Income: 47574, Poverty: 16.7
Entry(1034): State: Kentucky, Total Pop: 31153, County: Muhlenberg County, Income: 40037, Poverty: 20.5
Entry(1035): State: Kentucky, Total Pop: 10686, County: Owen County, Income: 44031, Poverty: 16.7
Entry(1036): State: Kentucky, Total Pop: 12349, County: Powell County, Income: 34647, Poverty: 24.1
Entry(1037): State: Kentucky, Total Pop: 17731, County: Russell County, Income: 34660, Poverty: 25.3
Entry(1038): State: Kentucky, Total Pop: 25406, County: Taylor County, Income: 36455, Poverty: 23.1
Entry(1039): State: Kentucky, Total Pop: 123824, County: Warren County, Income: 49508, Poverty: 18.0
Entry(1040): State: Kentucky, Total Pop: 7251, County: Wolfe County, Income: 21999, Poverty: 36.9
Entry(1041): State: Kentucky, Total Pop: 43418, County: Barren County, Income: 39658, Poverty: 22.9
Entry(1042): State: Kentucky, Total Pop: 48486, County: Boyd County, Income: 45543, Poverty: 19.3
Entry(1043): State: Kentucky, Total Pop: 78622, County: Bullitt County, Income: 59917, Poverty: 10.2
Entry(1044): State: Kentucky, Total Pop: 4890, County: Carlisle County, Income: 38860, Poverty: 17.3
Entry(1045): State: Kentucky, Total Pop: 35757, County: Clark County, Income: 51547, Poverty: 15.0
Entry(1046): State: Kentucky, Total Pop: 99258, County: Daviess County, Income: 48371, Poverty: 15.8
Entry(1047): State: Kentucky, Total Pop: 14515, County: Fleming County, Income: 41095, Poverty: 19.5
Entry(1048): State: Kentucky, Total Pop: 17226, County: Garrard County, Income: 47906, Poverty: 18.2
Entry(1049): State: Kentucky, Total Pop: 36012, County: Greenup County, Income: 47517, Poverty: 16.5
Entry(1050): State: Kentucky, Total Pop: 18531, County: Hart County, Income: 37315, Poverty: 23.1
Entry(1051): State: Kentucky, Total Pop: 13369, County: Jackson County, Income: 32055, Poverty: 33.0
Entry(1052): State: Kentucky, Total Pop: 15690, County: Knott County, Income: 30503, Poverty: 32.6
Entry(1053): State: Kentucky, Total Pop: 6717, County: Lee County, Income: 23297, Poverty: 32.7
Entry(1054): State: Kentucky, Total Pop: 9288, County: Livingston County, Income: 43472, Poverty: 16.2
Entry(1055): State: Kentucky, Total Pop: 9361, County: McLean County, Income: 44242, Poverty: 19.2
Entry(1056): State: Kentucky, Total Pop: 12175, County: Martin County, Income: 29239, Poverty: 29.8
Entry(1057): State: Kentucky, Total Pop: 9990, County: Metcalfe County, Income: 35594, Poverty: 23.1
Entry(1058): State: Kentucky, Total Pop: 45131, County: Nelson County, Income: 55182, Poverty: 11.4
Entry(1059): State: Kentucky, Total Pop: 4497, County: Owsley County, Income: 22736, Poverty: 33.0
Entry(1060): State: Kentucky, Total Pop: 63974, County: Pulaski County, Income: 35022, Poverty: 25.2
Entry(1061): State: Kentucky, Total Pop: 52322, County: Scott County, Income: 65598, Poverty: 11.5
Entry(1062): State: Kentucky, Total Pop: 12377, County: Todd County, Income: 38248, Poverty: 20.1
Entry(1063): State: Kentucky, Total Pop: 11999, County: Washington County, Income: 47843, Poverty: 17.0
Entry(1064): State: Kentucky, Total Pop: 25817, County: Woodford County, Income: 60604, Poverty: 14.5
Entry(1065): State: Kentucky, Total Pop: 19304, County: Adair County, Income: 36575, Poverty: 21.5
Entry(1066): State: Kentucky, Total Pop: 12189, County: Bath County, Income: 38763, Poverty: 24.0
Entry(1067): State: Kentucky, Total Pop: 29773, County: Boyle County, Income: 43076, Poverty: 15.5
Entry(1068): State: Kentucky, Total Pop: 12735, County: Butler County, Income: 39362, Poverty: 22.0
Entry(1069): State: Kentucky, Total Pop: 10695, County: Carroll County, Income: 43345, Poverty: 27.7
Entry(1070): State: Kentucky, Total Pop: 20866, County: Clay County, Income: 24596, Poverty: 39.5
Entry(1071): State: Kentucky, Total Pop: 12063, County: Edmonson County, Income: 41114, Poverty: 20.0
Entry(1072): State: Kentucky, Total Pop: 37447, County: Floyd County, Income: 31196, Poverty: 30.7
Entry(1073): State: Kentucky, Total Pop: 24800, County: Grant County, Income: 43881, Poverty: 21.5
Entry(1074): State: Kentucky, Total Pop: 8700, County: Hancock County, Income: 49135, Poverty: 15.7
Entry(1075): State: Kentucky, Total Pop: 46252, County: Henderson County, Income: 43458, Poverty: 19.3
Entry(1076): State: Kentucky, Total Pop: 764378, County: Jefferson County, Income: 52237, Poverty: 15.0
Entry(1077): State: Kentucky, Total Pop: 31424, County: Knox County, Income: 26061, Poverty: 34.7
Entry(1078): State: Kentucky, Total Pop: 10648, County: Leslie County, Income: 27861, Poverty: 34.5
Entry(1079): State: Kentucky, Total Pop: 26847, County: Logan County, Income: 40982, Poverty: 17.4
Entry(1080): State: Kentucky, Total Pop: 88376, County: Madison County, Income: 46674, Poverty: 19.5
Entry(1081): State: Kentucky, Total Pop: 17167, County: Mason County, Income: 43082, Poverty: 18.0
Entry(1082): State: Kentucky, Total Pop: 10645, County: Monroe County, Income: 35665, Poverty: 23.5
Entry(1083): State: Kentucky, Total Pop: 7061, County: Nicholas County, Income: 38900, Poverty: 27.8
Entry(1084): State: Kentucky, Total Pop: 14530, County: Pendleton County, Income: 49706, Poverty: 15.1
Entry(1085): State: Kentucky, Total Pop: 2161, County: Robertson County, Income: 30694, Poverty: 30.4
Entry(1086): State: Kentucky, Total Pop: 45831, County: Shelby County, Income: 63171, Poverty: 12.4
Entry(1087): State: Kentucky, Total Pop: 14286, County: Trigg County, Income: 47259, Poverty: 15.8
Entry(1088): State: Kentucky, Total Pop: 20692, County: Wayne County, Income: 33715, Poverty: 23.2
Entry(1089): State: Kentucky, Total Pop: 20628, County: Allen County, Income: 40598, Poverty: 20.0
Entry(1090): State: Kentucky, Total Pop: 27469, County: Bell County, Income: 23558, Poverty: 38.0
Entry(1091): State: Kentucky, Total Pop: 8330, County: Bracken County, Income: 40458, Poverty: 21.4
Entry(1092): State: Kentucky, Total Pop: 12747, County: Caldwell County, Income: 46182, Poverty: 17.5
Entry(1093): State: Kentucky, Total Pop: 27385, County: Carter County, Income: 35095, Poverty: 21.5
Entry(1094): State: Kentucky, Total Pop: 10208, County: Clinton County, Income: 31130, Poverty: 20.0
Entry(1095): State: Kentucky, Total Pop: 7533, County: Elliott County, Income: 29043, Poverty: 34.4
Entry(1096): State: Kentucky, Total Pop: 49969, County: Franklin County, Income: 53539, Poverty: 13.1
Entry(1097): State: Kentucky, Total Pop: 37259, County: Graves County, Income: 40369, Poverty: 19.2
Entry(1098): State: Kentucky, Total Pop: 107699, County: Hardin County, Income: 51923, Poverty: 14.2
Entry(1099): State: Kentucky, Total Pop: 15677, County: Henry County, Income: 50787, Poverty: 18.2
Entry(1100): State: Kentucky, Total Pop: 51667, County: Jessamine County, Income: 55450, Poverty: 18.0
Entry(1101): State: Kentucky, Total Pop: 14102, County: Larue County, Income: 41720, Poverty: 15.8
Entry(1102): State: Kentucky, Total Pop: 23011, County: Letcher County, Income: 30293, Poverty: 30.5
Entry(1103): State: Kentucky, Total Pop: 8268, County: Lyon County, Income: 50268, Poverty: 14.1
Entry(1104): State: Kentucky, Total Pop: 12783, County: Magoffin County, Income: 29578, Poverty: 28.6
Entry(1105): State: Kentucky, Total Pop: 28452, County: Meade County, Income: 53732, Poverty: 13.1
Entry(1106): State: Kentucky, Total Pop: 27550, County: Montgomery County, Income: 42172, Poverty: 23.0
Entry(1107): State: Kentucky, Total Pop: 24062, County: Ohio County, Income: 41470, Poverty: 21.3
Entry(1108): State: Kentucky, Total Pop: 27329, County: Perry County, Income: 31820, Poverty: 26.2
Entry(1109): State: Kentucky, Total Pop: 16815, County: Rockcastle County, Income: 35888, Poverty: 21.0
Entry(1110): State: Kentucky, Total Pop: 17881, County: Simpson County, Income: 44989, Poverty: 17.4
Entry(1111): State: Kentucky, Total Pop: 8697, County: Trimble County, Income: 50998, Poverty: 15.2
Entry(1112): State: Kentucky, Total Pop: 13180, County: Webster County, Income: 39273, Poverty: 21.4
Entry(1113): State: Louisiana, Total Pop: 119129, County: Ascension Parish, Income: 74748, Poverty: 11.7
Entry(1114): State: Louisiana, Total Pop: 125698, County: Bossier Parish, Income: 52145, Poverty: 16.4
Entry(1115): State: Louisiana, Total Pop: 10044, County: Catahoula Parish, Income: 34470, Poverty: 21.8
Entry(1116): State: Louisiana, Total Pop: 7318, County: East Carroll Parish, Income: 20795, Poverty: 48.2
Entry(1117): State: Louisiana, Total Pop: 73346, County: Iberia Parish, Income: 44504, Poverty: 20.4
Entry(1118): State: Louisiana, Total Pop: 238230, County: Lafayette Parish, Income: 53950, Poverty: 16.6
Entry(1119): State: Louisiana, Total Pop: 11616, County: Madison Parish, Income: 29424, Poverty: 36.4
Entry(1120): State: Louisiana, Total Pop: 23394, County: Plaquemines Parish, Income: 49635, Poverty: 19.3
Entry(1121): State: Louisiana, Total Pop: 24145, County: Sabine Parish, Income: 40695, Poverty: 19.6
Entry(1122): State: Louisiana, Total Pop: 43565, County: St. John the Baptist Parish, Income: 53628, Poverty: 17.9
Entry(1123): State: Louisiana, Total Pop: 128850, County: Tangipahoa Parish, Income: 45901, Poverty: 21.9
Entry(1124): State: Louisiana, Total Pop: 51906, County: Vernon Parish, Income: 46620, Poverty: 16.9
Entry(1125): State: Louisiana, Total Pop: 15376, County: West Feliciana Parish, Income: 55647, Poverty: 12.5
Entry(1126): State: Louisiana, Total Pop: 22881, County: Assumption Parish, Income: 48656, Poverty: 15.7
Entry(1127): State: Louisiana, Total Pop: 251069, County: Caddo Parish, Income: 40391, Poverty: 23.4
Entry(1128): State: Louisiana, Total Pop: 16296, County: Claiborne Parish, Income: 26877, Poverty: 29.9
Entry(1129): State: Louisiana, Total Pop: 19553, County: East Feliciana Parish, Income: 46964, Poverty: 17.9
Entry(1130): State: Louisiana, Total Pop: 33122, County: Iberville Parish, Income: 47128, Poverty: 19.3
Entry(1131): State: Louisiana, Total Pop: 98112, County: Lafourche Parish, Income: 52705, Poverty: 16.0
Entry(1132): State: Louisiana, Total Pop: 26290, County: Morehouse Parish, Income: 31672, Poverty: 27.6
Entry(1133): State: Louisiana, Total Pop: 22271, County: Pointe Coupee Parish, Income: 43964, Poverty: 17.5
Entry(1134): State: Louisiana, Total Pop: 45067, County: St. Bernard Parish, Income: 45265, Poverty: 19.7
Entry(1135): State: Louisiana, Total Pop: 83580, County: St. Landry Parish, Income: 32163, Poverty: 27.9
Entry(1136): State: Louisiana, Total Pop: 4771, County: Tensas Parish, Income: 21906, Poverty: 38.0
Entry(1137): State: Louisiana, Total Pop: 46449, County: Washington Parish, Income: 32962, Poverty: 26.3
Entry(1138): State: Louisiana, Total Pop: 14631, County: Winn Parish, Income: 29472, Poverty: 27.3
Entry(1139): State: Louisiana, Total Pop: 41095, County: Avoyelles Parish, Income: 36763, Poverty: 23.7
Entry(1140): State: Louisiana, Total Pop: 198753, County: Calcasieu Parish, Income: 48219, Poverty: 16.8
Entry(1141): State: Louisiana, Total Pop: 20211, County: Concordia Parish, Income: 30028, Poverty: 31.2
Entry(1142): State: Louisiana, Total Pop: 33750, County: Evangeline Parish, Income: 31745, Poverty: 26.4
Entry(1143): State: Louisiana, Total Pop: 15952, County: Jackson Parish, Income: 36394, Poverty: 25.4
Entry(1144): State: Louisiana, Total Pop: 14930, County: LaSalle Parish, Income: 34712, Poverty: 24.8
Entry(1145): State: Louisiana, Total Pop: 39051, County: Natchitoches Parish, Income: 29001, Poverty: 31.9
Entry(1146): State: Louisiana, Total Pop: 132080, County: Rapides Parish, Income: 42655, Poverty: 19.5
Entry(1147): State: Louisiana, Total Pop: 52728, County: St. Charles Parish, Income: 64707, Poverty: 12.2
Entry(1148): State: Louisiana, Total Pop: 53609, County: St. Martin Parish, Income: 47279, Poverty: 17.7
Entry(1149): State: Louisiana, Total Pop: 113067, County: Terrebonne Parish, Income: 47650, Poverty: 20.1
Entry(1150): State: Louisiana, Total Pop: 40043, County: Webster Parish, Income: 30891, Poverty: 24.9
Entry(1151): State: Louisiana, Total Pop: 62607, County: Acadia Parish, Income: 40492, Poverty: 21.5
Entry(1152): State: Louisiana, Total Pop: 36598, County: Beauregard Parish, Income: 47350, Poverty: 17.3
Entry(1153): State: Louisiana, Total Pop: 10000, County: Caldwell Parish, Income: 31933, Poverty: 26.2
Entry(1154): State: Louisiana, Total Pop: 27164, County: De Soto Parish, Income: 41443, Poverty: 26.3
